ask_max,fair_min,edge_min,min_tl,max_tl,min_gap,min_ratio,calls,contracts,coverage,accuracy,avg_ask,avg_time_left,meets90,validation_rank
0.55,0.6,0.05,2.0,10.0,75.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.5083333333333334,8.083333333333334,True,181
0.55,0.6,0.08,2.0,10.0,75.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.5083333333333334,8.083333333333334,True,182
0.55,0.6,0.1,2.0,10.0,75.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.5083333333333334,8.083333333333334,True,183
0.55,0.6,0.12,2.0,10.0,75.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.5083333333333334,8.083333333333334,True,184
0.55,0.65,0.05,2.0,10.0,75.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.5083333333333334,8.083333333333334,True,185
0.55,0.65,0.08,2.0,10.0,75.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.5083333333333334,8.083333333333334,True,186
0.55,0.65,0.1,2.0,10.0,75.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.5083333333333334,8.083333333333334,True,187
0.55,0.65,0.12,2.0,10.0,75.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.5083333333333334,8.083333333333334,True,188
0.55,0.7,0.05,2.0,10.0,75.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.5083333333333334,8.083333333333334,True,189
0.55,0.7,0.08,2.0,10.0,75.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.5083333333333334,8.083333333333334,True,190
0.55,0.7,0.1,2.0,10.0,75.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.5083333333333334,8.083333333333334,True,191
0.55,0.7,0.12,2.0,10.0,75.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.5083333333333334,8.083333333333334,True,192
0.5,0.75,0.05,2.0,10.0,25.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.4799999999999999,7.25,True,193
0.5,0.75,0.08,2.0,10.0,25.0,0.0,12,83,0.14457831325301204,0.9166666666666666,0.4799999999999999,7.25,True,194
